baidu 百度
井水不犯河水 相得益彰
井井有条 有条不紊
井底之蛙 坐井观天
精益求精 锦上添花
精细 精密
精髓 精华
精神抖擞 容光焕发
精神 肉体
精确 准确
精疲力竭 筋疲力尽
精密 精细
精美 精巧
精力 精神
精华 精髓
精雕细刻 精摹细琢
精打细算 一丝不苟
惊讶 诧异
惊心动魄 触目惊心
惊涛骇浪 风平浪静
惊恐 惊慌
惊愕 惊惶
经验 经历
经受 禁受
经历 阅历
经久不息 经年累月
经常 常常
噤若寒蝉 沉默寡言
禁止 制止
禁受 经受
禁忌 忌讳
晋职 降职
晋升 提升
进展 停顿
进行 停止
进退维谷 进退两难
进退两难 进退维谷
进去 出来
进犯 侵犯
进抵 开拔
进步 提高
近朱者赤;近墨者黑 耳濡目染
近在眉睫 近在咫尺
近海 远洋
尽头 止境
尽如人意 尽善尽美
尽情 纵情
锦绣河山 疮痍满目
锦上添花 如虎添翼
锦囊妙计 神机妙算
谨严 严谨
谨慎 慎重
紧密 严密
襟怀 胸怀
筋疲力尽 精疲力竭
津津有味 津津乐道
金玉其外;败絮其中 华而不实
金玉满堂 家徒四壁
金石为开 无动于衷
金口玉牙 说一不二
金蝉脱壳 缓兵之计
金碧辉煌 富丽堂皇
斤斤计较 锱铢必较
借故 托故
界限 界线
界线 界限
戒骄戒躁 骄傲自大
戒备 警戒
解严 戒严
解围 突围
解脱 摆脱
解体 崩溃
解说 讲解
解聘 解职
解救 挽救
解甲归田 投笔从戎
解雇 辞退
解放 束缚
竭力 极力
竭尽全力 养精蓄锐
截然不同 一模一样
捷足先登 姗姗来迟
桀骜不驯 横冲直撞
结束 完毕
结果 后果
结构 构造
结党营私 营私舞弊
洁身自好 明哲保身
洁净 干净
拮据 宽裕
诘责 责问
诘问 追问
杰出 出色
劫难 灾难
节令 季节
节俭 节省
孑然一身 成群结队
街坊 邻居
揭示 提醒
揭幕 开幕
揭发 揭露
揭穿 戳穿
接踵而至 接二连三
接受 承受
接收 接纳
接壤 交界
接济 救济
接管 接收
皆大欢喜 大快人心
阶下囚 座上客
阶层 阶级
教训 经验
教唆 唆使
教师 教员
教诲 教导
教导 教诲
较量 比赛
叫嚷 叫嚣
叫苦不迭 喜出望外
缴纳 交纳
剿灭 歼灭
搅扰 烦扰
脚印 足迹
脚踏实地 兢兢业业
矫揉造作 装腔作势
狡兔三窟 掩人耳目
狡猾 狡诈
狡辩 狡赖
侥幸 幸运
蛟龙得水 如鱼得水
焦躁 烦躁
焦急 着急
骄傲自满 自高自大
骄傲 自豪
娇生惯养 养尊处优
交战 交兵
交融 融合
交口称誉 有口皆碑
交界 接壤
交加 交集
交换 交流
交错 交织
交叉 穿插
降落 下降
降临 来临
降级 升级
讲究 考究
讲解 解说
疆土 国土
疆场 沙场
僵滞 呆滞
将遇良才 棋逢对手
将信将疑 半信半疑
将心比心 设身处地
将来 未来
将错就错 将功补过
江郎才尽 黔驴技穷
江河日下 每况愈下
践约 失约
践踏 蹂躏
渐变 突变
健壮 强健
健康 安康
健步如飞 大步流星
剑拔弩张 一触即发
建筑 修建
建设 建立
建立 树立
见异思迁 三心二意
见效 奏效
见利忘义 利令智昏
见解 见地
见机行事 见风使舵
见风使舵 见机行事
见多识广 孤陋寡闻
简要 扼要
简明扼要 长篇大论
简略 简单
简陋 粗陋
简练 精练
检查 反省
减速 加速
减少 增加
减弱 削弱
俭约 俭省
俭朴 简朴
缄默 沉默
缄口结舌 口若悬河
监守自盗 贼喊捉贼
监督 监视
兼顾 统筹
艰深 通俗
艰涩 晦涩
艰难 困难
艰苦 艰辛
艰巨 艰难
间接 直接
间隔 距离
间断 连续
间谍 特务
坚贞不屈 奴颜婢膝
坚硬 坚固
坚挺 坚硬
坚守 据守
坚如磐石 安如磐石
坚韧不拔 坚定不移
坚强 刚强
坚苦卓绝 艰苦卓绝
坚固 巩固
坚定 坚决
坚持不懈 持之以恒
尖锐 锋利
尖利 尖锐
假装 伪装
假造 编造
假相 真相
假使 倘若
假设 假定
假如 假设
假冒 冒充
假公济私 大公无私
驾轻就熟 轻车熟路
价值连城 无价之宝
价格 价钱
家属 家眷
家喻户晓 众所周知
家养 野生
家畜 牲畜
家徒四壁 一贫如洗
家常便饭 粗茶淡饭
枷锁 桎梏
佳人 才子
夹击 夹攻
加重 减轻
加速 减速
加入 参加
加强 增强
加快 放慢
冀望 期望
祭祀 祭奠
寄托 寄予
寄人篱下 仰人鼻息
寄居 旅居
寄存 存放
寂静 沉寂
继续 持续
季节 时节
技能 技艺
伎俩 手段
记忆犹新 浮光掠影
记性 忘性
记述 记叙
记录 记载
记过 记功
记功 记过
计谋 计策
计划 方案
计策 计谋
挤眉弄眼 指手划脚
几乎 简直
瘠田 沃土
瘠薄 贫瘠
嫉妒 妒忌
集体 个人
集思广益 群策群力
棘手 顺手
疾速 快速
疾驶 缓行
疾恶如仇 深恶痛绝
急转直下 相持不下
急躁 耐心
急切 急迫
急迫 急切
急流勇退 知难而退
急功近利 深谋远虑
急促 短促
急不可待 迫不及待
极其 极端
极力 竭力
极乐世界 及时行乐
即将 行将
即便 即使
汲取 吸取
岌岌可危 危如累卵
吉日良辰 良辰美景
及时行乐 极乐世界
及第 落第
激情 热情
激烈 剧烈
激励 鼓励
激发 激起
激动 冲动
缉获 缴获
缉捕 缉拿
基础 根底
基本 根本
积重难返 根深蒂固
积蓄 积存
积少成多 集腋成裘
积累 积聚
积淀 沉淀
鸡鸣狗盗 旁门左道
机密 秘密
机警 机敏
机会 时机
机关用尽 无计可施
饥荒 饥馑
饥寒交迫 丰衣足食
饥寒 温饱
饥不择食 狼吞虎咽
讥笑 嘲笑
讥刺 讽刺
讥嘲 嘲讽
祸患 祸害
祸害 祸患
获悉 得悉
获得 取得
货真价实 名副其实
货色 东西
或者 或许
伙伴 同伴
火烧眉毛 迫在眉睫
火上浇油 推波助澜
火热 炽热
火暴 暴躁
活跃 活泼
活泼 生动
活路 生路
活力 生机
豁然开朗 恍然大悟
豁达大度 宽宏大量
混淆 混杂
混同 混淆
混充 假冒
魂飞魄散 魂不附体
魂不守舍 失魂落魄
浑浊 混浊
浑水摸鱼 趁火打劫
浑然一体 天衣无缝
浑厚 淳厚
昏头昏脑 晕头转向
昏天黑地 天昏地暗
昏迷 苏醒
毁灭 消灭
毁坏 破坏
晦气 倒霉
绘声绘色 有声有色
讳疾忌医 文过饰非
会心 会意
会谈 谈判
会聚 集聚
会见 会晤
会集 汇集
会合 汇合
汇聚 会聚
汇合 集合
悔恨 后悔
悔过 悔悟
回忆 回想
回旋 盘旋
回心转意 固执己见
回味无穷 耐人寻味
回升 上升
回绕 缭绕
回绝 拒绝
回顾 回忆
回答 答复
回避 逃避
挥金如土 一掷千金
挥霍无度 挥金如土
挥动 挥舞
灰心丧气 心灰意懒
谎言 谎话
恍然大悟 豁然开朗
惶恐不安 惊慌失措
黄粱美梦 南柯一梦
黄昏 傍晚
慌手慌脚 手忙脚乱
慌乱 慌张
荒谬 荒唐
荒凉 荒芜
荒废 旷费
豢养 饲养
患难与共 同甘共苦
涣散 松散
幻想 梦想
幻灭 破灭
缓慢 迟缓
寰球 全球
环绕 盘绕
还原 复原
还礼 行礼
还价 讨价
还击 回击
欢跃 欢腾
欢迎 欢送
欢欣鼓舞 欢天喜地
欢喜 欢欣
欢天喜地 切肤之痛
欢腾 欢跃
欢送 欢迎
欢声雷动 鸦雀无声
欢畅 欢乐
坏处 害处
怀疑 疑心
怀念 思念
怀才不遇 脱颖而出
话中有话 言外之意
画蛇添足 弄巧成拙
画龙点睛 画蛇添足
画饼充饥 望梅止渴
化妆 化装
化险为夷 转危为安
化为泡影 化为乌有
滑稽 诙谐
华侨 华裔
华丽 华美
华而不实 虚有其表
花样 把戏
花言巧语 甜言蜜语
花色 花样
花花公子 纨绔子弟
花费 破费
互相 相互
虎头蛇尾 善始善终
糊涂 懵懂
糊里糊涂 浑浑噩噩
胡作非为 肆无忌惮
胡言乱语 胡说八道
胡思乱想 异想天开
狐疑 怀疑
狐群狗党 沆瀣一气
忽视 无视
忽然 突然
忽略 疏忽
呼应 照应
呼啸 吼叫
厚颜无耻 恬不知耻
厚此薄彼 一视同仁
后裔 后嗣
后嗣 后裔
后来居上 青出于蓝
后劲 潜力
后悔 懊悔
后果 结果
后盾 后台
后辈 后代
吼叫 呼啸
鸿鹄之志 无所事事
洪水猛兽 祸不单行
洪流 激流
宏图 雄图
宏观 微观
宏大 庞大
烘托 衬托
衡量 权衡
横征暴敛 苛捐杂税
横扫千军 风卷残云
横七竖八 杂乱无章
横蛮 野蛮
横队 纵队
恨之入骨 咬牙切齿
黑糊糊 亮堂堂
黑白分明 混淆是非
黑白 彩色
赫赫有名 大名鼎鼎
核心 中心
核查 核对
河汉 银河
和衷共济 同心协力
和颜悦色 和蔼可亲
和煦 温暖
和谐 调和
和善 和蔼
和盘托出 一览无余
和缓 弛缓
和蔼可亲 和颜悦色
合作 协作
合奏 独奏
合适 适宜
合计 算计
合乎 符合
合并 兼并
呵斥 呵责
耗费 消耗
浩大 浩荡
号召 召唤
好逸恶劳 好吃懒做
好心 好意
好像 仿佛
好看 美观
好久 良久
好高鹜远 脚踏实地
好处 益处
好吃懒做 好逸恶劳
嚎啕大哭 声泪俱下
豪言壮语 唉声叹气
豪杰 俊杰
豪放 豪迈
沆瀣一气 狼狈为奸
航行 飞行
捍卫 保卫
悍然不顾 顾虑重重
汗颜无地 无地自容
汗马功劳 丰功伟绩
寒暄 应酬
寒门 豪门
涵养 修养
函件 信件
邯郸学步 数典忘祖
含意 含义
含辛茹苦 千辛万苦
含混 含糊
含糊其辞 直截了当
含糊 模糊
酣战 鏖战
酣畅淋漓 淋漓尽致
害羞 害臊
害怕 惧怕
害处 坏处
骇人听闻 耸人听闻
海市蜃楼 空中楼阁
海底捞针 大海捞针
过眼云烟 昙花一现
过去 过来
过期 过时
过来 过去
过后 当时
过分 过火
过错 差错
过程 进程
裹足不前 一往无前
果然 果真
果决 果断
果断 武断
国营 公营
国土 疆土
国家 国度
滚瓜烂熟 倒背如流
贵重 宝贵
鬼鬼祟祟 鬼头鬼脑
鬼斧神工 巧夺天工
诡秘莫测 神出鬼没
诡计 阴谋
诡辩 狡辩
瑰丽 绮丽
瑰宝 珍宝
规劝 奉劝
规范 标准
规定 规则
规避 躲避
归纳 归结
广阔 宽广
广泛 普遍
广大 广阔
广播 播送
光阴似箭 日月如梭
光荣 荣耀
光明正大 光明磊落
光明磊落 光明正大
光芒 光辉
光临 莅临
光洁 光亮
光辉 光芒
光滑 润滑
光怪陆离 斑驳陆离
光顾 光临
光复 克复
光彩 光荣
惯用 习用
惯例 常规
贯通 贯穿
贯穿 贯串
管制 控制
管教 管束
观望 张望
观赏 欣赏
观点 观念
观察 察看
关照 照顾
关涉 牵涉
关怀 关心
关闭 封闭
拐弯抹脚 旁敲侧击
乖巧 灵巧
乖僻 古怪
挂念 牵挂
刮目相待 拭目以待
瓜熟蒂落 水到渠成
瓜葛 纠葛
顾惜 爱惜
顾问 参谋
顾全 保全
顾名思义 望文生义
顾虑 顾忌
顾此失彼 捉襟见肘
故意 成心
故乡 故土
固执 顽固
固守 猛攻
固若金汤 铜墙铁壁
鼓励 鼓舞
鼓动 煽动
鼓吹 宣扬
蛊惑 迷惑
骨干 主干
孤立无援 孤掌难鸣
孤苦伶仃 鳏寡孤独
孤军奋战 同仇敌忾
孤芳自赏 顾影自怜
孤单 孤独
姑妄言之 姑妄听之
姑妄听之 姑妄言之
姑且 权且
估算 预算
估计 估量
购置 置办
构造 结构
构想 设想
苟安 偷安
钩心斗角 明争暗斗
勾留 逗留
勾结 勾搭
勾画 勾勒
贡献 奉献
共性 个性
共事 同事
共计 合计
巩固 稳固
恭喜 祝贺
供应 供给
供认 招认
攻无不克 望风而逃
攻打 攻击
功勋 勋绩
功效 成效
功势 守势
功能 功用
功劳 功绩
功亏一篑 功败垂成
公众 大众
公约 条约
公然 悍然
公平 公道
公愤 民愤
公道 公允
公布 发布
工作 任务
工细 工巧
工夫 时间
梗塞 堵塞
耿直 正直
更换 改换
根源 本源
根据 依据
根底 基础
根除 铲除
根本 基本
各自为政 步调一致
各有千秋 各有所长
各行其是 同心同德
各抒己见 各持己见
各奔前程 分道扬镳
个性 特性
个体 集体
个人 团体
隔膜 隔阂
隔岸观火 袖手旁观
格局 格式
格斗 搏斗
格调 风格
革新 改造
革命 反动
革除 清除
歌颂 讴歌
歌功颂德 树碑立传
搁置 放置
告诉 通知
告诫 劝诫
告发 揭发
告别 辞别
高枕无忧 万事大吉
高兴 快乐
高下 高低
高视阔步 昂首阔步
高深莫测 一目了然
高深 深邃
高尚 崇高
高朋满座 宾客盈门
高峰 顶峰
高低 上下
高超 高明
高傲 傲慢
高昂 昂扬
纲要 大纲
刚正不阿 阿谀奉承
刚毅 坚毅
刚巧 正巧
刚强 坚强
刚劲 刚毅
刚才 方才
刚愎自用 我行我素
感叹 感慨
感觉 觉得
感激 感谢
感怀 感念
感化 感染
感恩戴德 忘恩负义
感动 打动
感触 感受
敢作敢为 畏首畏尾
敢于 勇于
赶尽杀绝 斩草除根
赶紧 赶忙
尴尬 为难
肝胆相照 披肝沥胆
甘心 甘愿
干燥 枯燥
干线 支线
干涉 干预
干扰 搅扰
干枯 枯槁
干净 洁净
干涸 干枯
概况 概略
改正 矫正
改选 改组
改邪归正 弃暗投明
改头换面 面目一新
改良 改进
改悔 悔过
改过自新 痛改前非
改过 改正
改革 变革
改变 改动
该当 应当
覆灭 毁灭
覆盖 掩盖
腹背受敌 四面楚歌
富余 充裕
富人 穷人
富饶 丰饶
富强 贫弱
富丽 华丽
富矿 贫矿
富贵 贫贱
赴汤蹈火 出生入死
复原 恢复
复习 温习
复旧 复古
复活 复生
附属 隶属
附丽 依附
负隅顽抗 垂死挣扎
负伤 挂彩
负气 赌气
负担 担负
妇孺皆知 家喻户晓
付之一笑 一笑置之
腐烂 腐朽
腐败 糜烂
辅助 辅佐
俯首听命 桀骜不驯
俯首 昂首
俯视 仰望
斧正 指正
福分 福气
幅员 版图
符合 契合
浮躁 急躁
浮现 显现
浮浅 肤浅
浮荡 飘荡
服务 效劳
服侍 伺候
服气 信服
服从 听从
拂晓 黎明
扶植 培植
敷衍了事 敷衍塞责
肤浅 浅薄
否定 否认
奉养 赡养
奉献 贡献
奉劝 规劝
奉公守法 安分守己
奉承 阿谀
凤毛麟角 百里挑一
讽刺 挖苦
缝补 补缀
逢凶化吉 绝处逢生
锋芒毕露 崭露头角
锋芒 矛头
锋利 尖利
烽火 烽烟
封闭 封锁
风雨同舟 同舟共济
风雨飘摇 摇摇欲坠
风言风语 流言蜚语
风行一时 风靡一时
风行 流行
风物 景物
风闻 传闻
风俗 习俗
风尚 风气
风趣 幽默
风平浪静 惊涛骇浪
风靡 风行
风貌 面貌
风景 景色
风光 风景
风格 作风
风度 风姿
风驰电掣 迅雷不及掩耳
风波 风云
丰盛 丰富
丰饶 富饶
丰满 饱满
丰登 丰收
愤怒 愤恨
愤慨 气愤
奋勇当先 一马当先
奋发 发奋
奋斗 斗争
奋不顾身 贪生怕死
粉身碎骨 肝脑涂地
焚烧 燃烧
氛围 气氛
芬芳 芳香
纷纷 纷繁
分析 剖析
分外 格外
分庭抗礼 平起平坐
分明 清楚
分量 重量
分离 别离
分割 联系
分道扬镳 各奔前程
分成 分红
分布 散布
分别 辨别
分崩离析 土崩瓦解
费神 费心
费劲 费力
肺腑之言 花言巧语
废话连篇 言之无物
废除 废弃
诽谤 诋毁
匪徒 强盗
肥沃 肥美
菲薄 绵薄
非亲非故 息息相关
非难 责难
非凡 特殊
非法 合法
非常 十分
飞翔 翱翔
飞腾 飞扬
飞禽 走兽
飞黄腾达 青云直上
飞蛾扑火 自取灭亡
飞驰 奔驰
放纵 纵容
放逐 流放
放心 担心
放松 抓紧
放任自流 任其自然
放任 听任
放弃 保持
放慢 加快
放虎归山 养虎遗患
放荡 放纵
彷徨 徘徊
访问 拜访
仿造 仿制
仿佛 似乎
妨碍 阻碍
防止 避免
防御 进攻
防守 防卫
防患未然 未雨绸缪
防备 防范
芳香 芬芳
方兴未艾 蒸蒸日上
方法 办法
方才 刚才
范畴 范围
返航 出航
反应 反响
反叛 叛变
反面 背面
反馈 反应
反抗 对抗
反诘 反问
反击 还击
反感 恶感
反复无常 翻云覆雨
反复 重复
反常 失常
繁杂 冗杂
繁缛 烦琐
繁冗 繁杂
繁荣 昌盛
繁忙 忙碌
烦躁 焦躁
烦扰 干扰
烦恼 懊恼
凡是 但凡
翻天覆地 天翻地覆
翻然悔悟 回心转意
翻江倒海 排山倒海
翻案 昭雪
法则 规律
法令 法则
发展 开展
发祥 发源
发问 提问
发誓 赌咒
发生 发作
发人深省 振聋发聩
发明 创造
发愣 发呆
发掘 开掘
发觉 觉察
发挥 发扬
发号施令 颐指气使
发愤图强 卧薪尝胆
发奋 奋发
发动 发起
发呆 发愣
发达 兴旺
发表 宣布
耳濡目染 潜移默化
耳尖 耳背
尔虞我诈 钩心斗角
尔后 此后
而后 然后
恩将仇报 以怨报德
恩惠 恩德
遏止 抑止
恶浊 肮脏
恶意 歹意
恶贯满盈 罪不容诛
恶感 反感
恶毒 狠毒
扼要 简明
扼守 把守
额外 额定
讹诈 敲诈
堕落 蜕化
躲避 规避
夺取 攫取
夺目 耀眼
咄咄逼人 盛气凌人
多次 屡次
遁辞 托辞
囤积居奇 奇货可居
敦厚 刁滑
对症下药 有的放矢
对于 关于
对消 抵消
对抗 对立
对待 看待
对比 比照
锻炼 锤炼
断送 葬送
断绝 隔绝
断交 绝交
断定 判定
短促 急促
端详 打量
度日如年 光阴似箭
度过 渡过
杜绝 根绝
赌咒 发誓
堵塞 梗塞
独自 单独
独一无二 无独有偶
独特 共同
独身 单身
独断独行 一意孤行
独断 专断
独创 首创
独裁 专制
督促 催促
抖擞 振作
抖动 颤动
斗争 妥协
洞若观火 管窥蠡测
恫吓 威吓
冻结 解冻
动作 举措
动员 发动
动向 意向
动听 入耳
动态 静态
动人心魄 扣人心弦
动怒 息怒
动乱 骚动
动静 动态
动工 开工
动荡 动乱
丢失 丧失
丢盔弃甲 落花流水
订正 修订
鼎力 大力
顶峰 高峰
顶风 迎风
叮咛 叮嘱
喋喋不休 三言两语
掉以轻心 漫不经心
掉队 落伍
调演 会演
调唆 挑拨
调皮 淘气
调配 分配
调解 调停
调和 谐和
调兵遣将 兴师动众
钓饵 诱饵
吊销 撤消
雕刻 雕琢
刁滑 狡猾
惦记 想念
点缀 装点
点燃 扑灭
典范 模范
颠三倒四 井然有序
颠扑不破 牢不可破
颠沛流离 流离失所
颠覆 推翻
颠倒是非 颠倒黑白
掂量 衡量
地位 位置
地区 地域
地步 境地
抵制 抵抗
抵挡 抵御
抵触 冲突
抵偿 赔偿
底细 内幕
诋毁 诽谤
涤荡 扫荡
敌视 仇视
低微 卑微
低声下气 低三下四
等同 同等
等量齐观 相提并论
等待 等候
登载 刊登
登程 出发
灯红酒绿 纸醉金迷
的确 确实
得志 失意
得意洋洋 得意忘形
得意忘形 得意洋洋
得意 自得
得心应手 随心所欲
得悉 得知
得失相当 得不偿失
